gym_name,address,city,rating,review_text,,
Kratos The Gym,"1st Floor, Kshitij Complex, Above Reliance Fresh, Opp. Paras Traders, Jay Jagdish Society, Swati Society, Navrangpura, Ahmedabad - 380009",Ahmedabad,4,Clean facility but can improve on timings.,,
Kratos The Gym,"1st Floor, Kshitij Complex, Above Reliance Fresh, Opp. Paras Traders, Jay Jagdish Society, Swati Society, Navrangpura, Ahmedabad - 380009",Ahmedabad,5,Loved the ambience and machines.,,
Life Fitness Pro,"5th Floor, Life Fitness Pro Sidhivinayak Business Hub, Circle, Nr. Ghevar Complex, Arihant Nagar, Shahibag, Ahmedabad - 380004",Ahmedabad,5,Loved the ambience and machines.,,
Life Fitness Pro,"5th Floor, Life Fitness Pro Sidhivinayak Business Hub, Circle, Nr. Ghevar Complex, Arihant Nagar, Shahibag, Ahmedabad - 380004",Ahmedabad,3,"Average gym, okay for basic workouts.",,
Life Fitness Pro,"5th Floor, Life Fitness Pro Sidhivinayak Business Hub, Circle, Nr. Ghevar Complex, Arihant Nagar, Shahibag, Ahmedabad - 380004",Ahmedabad,4,Very good gym with minor issues.,,
Life Fitness Pro,"5th Floor, Life Fitness Pro Sidhivinayak Business Hub, Circle, Nr. Ghevar Complex, Arihant Nagar, Shahibag, Ahmedabad - 380004",Ahmedabad,4,Very good gym with minor issues.,,
Life Fitness Pro,"5th Floor, Life Fitness Pro Sidhivinayak Business Hub, Circle, Nr. Ghevar Complex, Arihant Nagar, Shahibag, Ahmedabad - 380004",Ahmedabad,4,Good equipment and friendly trainers.,,
Life Fitness Pro,"5th Floor, Life Fitness Pro Sidhivinayak Business Hub, Circle, Nr. Ghevar Complex, Arihant Nagar, Shahibag, Ahmedabad - 380004",Ahmedabad,3,It's okay; nothing special.,,
Life Fitness Pro,"5th Floor, Life Fitness Pro Sidhivinayak Business Hub, Circle, Nr. Ghevar Complex, Arihant Nagar, Shahibag, Ahmedabad - 380004",Ahmedabad,5,Excellent trainers and clean equipment.,,
Life Fitness Pro,"5th Floor, Life Fitness Pro Sidhivinayak Business Hub, Circle, Nr. Ghevar Complex, Arihant Nagar, Shahibag, Ahmedabad - 380004",Ahmedabad,1,Very rude staff and broken equipment.,,
Life Fitness Pro,"5th Floor, Life Fitness Pro Sidhivinayak Business Hub, Circle, Nr. Ghevar Complex, Arihant Nagar, Shahibag, Ahmedabad - 380004",Ahmedabad,4,Very good gym with minor issues.,,
Life Fitness Pro,"5th Floor, Life Fitness Pro Sidhivinayak Business Hub, Circle, Nr. Ghevar Complex, Arihant Nagar, Shahibag, Ahmedabad - 380004",Ahmedabad,5,Excellent trainers and clean equipment.,,
Life Fitness Pro,"5th Floor, Life Fitness Pro Sidhivinayak Business Hub, Circle, Nr. Ghevar Complex, Arihant Nagar, Shahibag, Ahmedabad - 380004",Ahmedabad,5,Excellent trainers and clean equipment.,,
Life Fitness Pro,"5th Floor, Life Fitness Pro Sidhivinayak Business Hub, Circle, Nr. Ghevar Complex, Arihant Nagar, Shahibag, Ahmedabad - 380004",Ahmedabad,2,Wouldn't recommend at this price.,,
Life Fitness Pro,"5th Floor, Life Fitness Pro Sidhivinayak Business Hub, Circle, Nr. Ghevar Complex, Arihant Nagar, Shahibag, Ahmedabad - 380004",Ahmedabad,4,"Enjoyed the session, staff were helpful.",,
Life Fitness Pro,"5th Floor, Life Fitness Pro Sidhivinayak Business Hub, Circle, Nr. Ghevar Complex, Arihant Nagar, Shahibag, Ahmedabad - 380004",Ahmedabad,4,Very good gym with minor issues.,,
Life Fitness Pro,"5th Floor, Life Fitness Pro Sidhivinayak Business Hub, Circle, Nr. Ghevar Complex, Arihant Nagar, Shahibag, Ahmedabad - 380004",Ahmedabad,2,Wouldn't recommend at this price.,,
Life Fitness Pro,"5th Floor, Life Fitness Pro Sidhivinayak Business Hub, Circle, Nr. Ghevar Complex, Arihant Nagar, Shahibag, Ahmedabad - 380004",Ahmedabad,5,Great gym with helpful staff.,,
Life Fitness Pro Prahladnagar,"105 To 107, 1st Floor, Ratnanjali Square, Prernatirth Derasar Road, Near Gloria Restaurant, Jodhpur Village, Ahmedabad - 380015",Ahmedabad,3,Equipment is fine but crowded sometimes.,,
Life Fitness Pro Prahladnagar,"105 To 107, 1st Floor, Ratnanjali Square, Prernatirth Derasar Road, Near Gloria Restaurant, Jodhpur Village, Ahmedabad - 380015",Ahmedabad,4,Very good gym with minor issues.,,
Life Fitness Pro Prahladnagar,"105 To 107, 1st Floor, Ratnanjali Square, Prernatirth Derasar Road, Near Gloria Restaurant, Jodhpur Village, Ahmedabad - 380015",Ahmedabad,4,Solid place for workouts.,,
Life Fitness Pro Prahladnagar,"105 To 107, 1st Floor, Ratnanjali Square, Prernatirth Derasar Road, Near Gloria Restaurant, Jodhpur Village, Ahmedabad - 380015",Ahmedabad,4,Very good gym with minor issues.,,
Life Fitness Pro Prahladnagar,"105 To 107, 1st Floor, Ratnanjali Square, Prernatirth Derasar Road, Near Gloria Restaurant, Jodhpur Village, Ahmedabad - 380015",Ahmedabad,2,"Subpar experience, needs improvement.",,
Life Fitness Pro Prahladnagar,"105 To 107, 1st Floor, Ratnanjali Square, Prernatirth Derasar Road, Near Gloria Restaurant, Jodhpur Village, Ahmedabad - 380015",Ahmedabad,3,"Average gym, okay for basic workouts.",,
Life Fitness Pro Prahladnagar,"105 To 107, 1st Floor, Ratnanjali Square, Prernatirth Derasar Road, Near Gloria Restaurant, Jodhpur Village, Ahmedabad - 380015",Ahmedabad,5,Excellent trainers and clean equipment.,,
Life Fitness Pro Prahladnagar,"105 To 107, 1st Floor, Ratnanjali Square, Prernatirth Derasar Road, Near Gloria Restaurant, Jodhpur Village, Ahmedabad - 380015",Ahmedabad,3,"Average gym, okay for basic workouts.",,
Life Fitness Pro Prahladnagar,"105 To 107, 1st Floor, Ratnanjali Square, Prernatirth Derasar Road, Near Gloria Restaurant, Jodhpur Village, Ahmedabad - 380015",Ahmedabad,4,Solid place for workouts.,,
Life Fitness Pro Prahladnagar,"105 To 107, 1st Floor, Ratnanjali Square, Prernatirth Derasar Road, Near Gloria Restaurant, Jodhpur Village, Ahmedabad - 380015",Ahmedabad,3,"Average gym, okay for basic workouts.",,
Life Fitness Pro Prahladnagar,"105 To 107, 1st Floor, Ratnanjali Square, Prernatirth Derasar Road, Near Gloria Restaurant, Jodhpur Village, Ahmedabad - 380015",Ahmedabad,4,Very good gym with minor issues.,,
Life Fitness Pro Prahladnagar,"105 To 107, 1st Floor, Ratnanjali Square, Prernatirth Derasar Road, Near Gloria Restaurant, Jodhpur Village, Ahmedabad - 380015",Ahmedabad,5,Loved the ambience and machines.,,
Life Fitness Pro Prahladnagar,"105 To 107, 1st Floor, Ratnanjali Square, Prernatirth Derasar Road, Near Gloria Restaurant, Jodhpur Village, Ahmedabad - 380015",Ahmedabad,3,Decent place but expensive for services.,,
Life Fitness Pro Prahladnagar,"105 To 107, 1st Floor, Ratnanjali Square, Prernatirth Derasar Road, Near Gloria Restaurant, Jodhpur Village, Ahmedabad - 380015",Ahmedabad,1,Horrible hygiene and overcrowded.,,
Life Fitness Pro Prahladnagar,"105 To 107, 1st Floor, Ratnanjali Square, Prernatirth Derasar Road, Near Gloria Restaurant, Jodhpur Village, Ahmedabad - 380015",Ahmedabad,2,Not satisfied with the trainer support.,,
Life Fitness Pro Prahladnagar,"105 To 107, 1st Floor, Ratnanjali Square, Prernatirth Derasar Road, Near Gloria Restaurant, Jodhpur Village, Ahmedabad - 380015",Ahmedabad,5,Best place to train in the area.,,
Lifeline Fitness Gym Ahmedabad,"5th Floor, Avadh Pride, Opp. Metro Pillar No.140, Nr. Nirant Cross Road, Vastral, Ahmedabad - 382418",Ahmedabad,3,"Neutral experience, could be better.",,
Lifeline Fitness Gym Ahmedabad,"5th Floor, Avadh Pride, Opp. Metro Pillar No.140, Nr. Nirant Cross Road, Vastral, Ahmedabad - 382418",Ahmedabad,3,"Average gym, okay for basic workouts.",,
Lifeline Fitness Gym Ahmedabad,"5th Floor, Avadh Pride, Opp. Metro Pillar No.140, Nr. Nirant Cross Road, Vastral, Ahmedabad - 382418",Ahmedabad,5,Best place to train in the area.,,
Lifeline Fitness Gym Ahmedabad,"5th Floor, Avadh Pride, Opp. Metro Pillar No.140, Nr. Nirant Cross Road, Vastral, Ahmedabad - 382418",Ahmedabad,4,"Enjoyed the session, staff were helpful.",,
Lifeline Fitness Gym Ahmedabad,"5th Floor, Avadh Pride, Opp. Metro Pillar No.140, Nr. Nirant Cross Road, Vastral, Ahmedabad - 382418",Ahmedabad,5,Loved the ambience and machines.,,
Lifeline Fitness Gym Ahmedabad,"5th Floor, Avadh Pride, Opp. Metro Pillar No.140, Nr. Nirant Cross Road, Vastral, Ahmedabad - 382418",Ahmedabad,4,Very good gym with minor issues.,,
Lifeline Fitness Gym Ahmedabad,"5th Floor, Avadh Pride, Opp. Metro Pillar No.140, Nr. Nirant Cross Road, Vastral, Ahmedabad - 382418",Ahmedabad,5,Excellent trainers and clean equipment.,,
Lifeline Fitness Gym Ahmedabad,"5th Floor, Avadh Pride, Opp. Metro Pillar No.140, Nr. Nirant Cross Road, Vastral, Ahmedabad - 382418",Ahmedabad,4,Solid place for workouts.,,
Lifeline Fitness Gym Ahmedabad,"5th Floor, Avadh Pride, Opp. Metro Pillar No.140, Nr. Nirant Cross Road, Vastral, Ahmedabad - 382418",Ahmedabad,3,Decent place but expensive for services.,,
Lifeline Fitness Gym Ahmedabad,"5th Floor, Avadh Pride, Opp. Metro Pillar No.140, Nr. Nirant Cross Road, Vastral, Ahmedabad - 382418",Ahmedabad,5,Loved the ambience and machines.,,
Lifeline Fitness Gym Ahmedabad,"5th Floor, Avadh Pride, Opp. Metro Pillar No.140, Nr. Nirant Cross Road, Vastral, Ahmedabad - 382418",Ahmedabad,3,Equipment is fine but crowded sometimes.,,
Lifeline Fitness Gym Ahmedabad,"5th Floor, Avadh Pride, Opp. Metro Pillar No.140, Nr. Nirant Cross Road, Vastral, Ahmedabad - 382418",Ahmedabad,5,Highly recommend this gym!,,
Lifeline Fitness Gym Ahmedabad,"5th Floor, Avadh Pride, Opp. Metro Pillar No.140, Nr. Nirant Cross Road, Vastral, Ahmedabad - 382418",Ahmedabad,4,Good equipment and friendly trainers.,,
Lifeline Fitness Gym Ahmedabad,"5th Floor, Avadh Pride, Opp. Metro Pillar No.140, Nr. Nirant Cross Road, Vastral, Ahmedabad - 382418",Ahmedabad,5,Great gym with helpful staff.,,
Lifeline Fitness Gym Ahmedabad,"5th Floor, Avadh Pride, Opp. Metro Pillar No.140, Nr. Nirant Cross Road, Vastral, Ahmedabad - 382418",Ahmedabad,1,Extremely disappointed with the facilities.,,
Lifeline Fitness Gym Ahmedabad,"5th Floor, Avadh Pride, Opp. Metro Pillar No.140, Nr. Nirant Cross Road, Vastral, Ahmedabad - 382418",Ahmedabad,4,"Enjoyed the session, staff were helpful.",,
Lifeline Fitness Gym Ahmedabad,"5th Floor, Avadh Pride, Opp. Metro Pillar No.140, Nr. Nirant Cross Road, Vastral, Ahmedabad - 382418",Ahmedabad,5,Best place to train in the area.,,
Lifeline Fitness Gym Ahmedabad,"5th Floor, Avadh Pride, Opp. Metro Pillar No.140, Nr. Nirant Cross Road, Vastral, Ahmedabad - 382418",Ahmedabad,4,"Enjoyed the session, staff were helpful.",,
Lifeline Fitness Gym Ahmedabad,"5th Floor, Avadh Pride, Opp. Metro Pillar No.140, Nr. Nirant Cross Road, Vastral, Ahmedabad - 382418",Ahmedabad,2,Wouldn't recommend at this price.,,
Lifeline Fitness Gym Ahmedabad,"5th Floor, Avadh Pride, Opp. Metro Pillar No.140, Nr. Nirant Cross Road, Vastral, Ahmedabad - 382418",Ahmedabad,5,Excellent trainers and clean equipment.,,
Lifeline Fitness Gym Ahmedabad,"5th Floor, Avadh Pride, Opp. Metro Pillar No.140, Nr. Nirant Cross Road, Vastral, Ahmedabad - 382418",Ahmedabad,3,"Average gym, okay for basic workouts.",,
Lifeline Fitness Gym Ahmedabad,"5th Floor, Avadh Pride, Opp. Metro Pillar No.140, Nr. Nirant Cross Road, Vastral, Ahmedabad - 382418",Ahmedabad,4,Very good gym with minor issues.,,
Lifeline Fitness Gym Ahmedabad,"5th Floor, Avadh Pride, Opp. Metro Pillar No.140, Nr. Nirant Cross Road, Vastral, Ahmedabad - 382418",Ahmedabad,3,Equipment is fine but crowded sometimes.,,
Lifeline Fitness Gym Ahmedabad,"5th Floor, Avadh Pride, Opp. Metro Pillar No.140, Nr. Nirant Cross Road, Vastral, Ahmedabad - 382418",Ahmedabad,2,Facilities are lacking and maintenance poor.,,
Lifeline Fitness Gym Ahmedabad,"5th Floor, Avadh Pride, Opp. Metro Pillar No.140, Nr. Nirant Cross Road, Vastral, Ahmedabad - 382418",Ahmedabad,5,Highly recommend this gym!,,
Lifeline Fitness Gym Ahmedabad,"5th Floor, Avadh Pride, Opp. Metro Pillar No.140, Nr. Nirant Cross Road, Vastral, Ahmedabad - 382418",Ahmedabad,5,Great gym with helpful staff.,,
Lifeline Fitness Gym Ahmedabad,"5th Floor, Avadh Pride, Opp. Metro Pillar No.140, Nr. Nirant Cross Road, Vastral, Ahmedabad - 382418",Ahmedabad,5,Best place to train in the area.,,
Marshal Gym,"2nd Floor, Dinesh Commercial Centre, Meena Bazar, Meghaninagar, Ahmedabad - 380016",Ahmedabad,4,Solid place for workouts.,,
Marshal Gym,"2nd Floor, Dinesh Commercial Centre, Meena Bazar, Meghaninagar, Ahmedabad - 380016",Ahmedabad,1,Worst gym I've been to.,,
Marshal Gym,"2nd Floor, Dinesh Commercial Centre, Meena Bazar, Meghaninagar, Ahmedabad - 380016",Ahmedabad,5,Great gym with helpful staff.,,
Marshal Gym,"2nd Floor, Dinesh Commercial Centre, Meena Bazar, Meghaninagar, Ahmedabad - 380016",Ahmedabad,4,Solid place for workouts.,,
Marshal Gym,"2nd Floor, Dinesh Commercial Centre, Meena Bazar, Meghaninagar, Ahmedabad - 380016",Ahmedabad,4,Very good gym with minor issues.,,
Marshal Gym,"2nd Floor, Dinesh Commercial Centre, Meena Bazar, Meghaninagar, Ahmedabad - 380016",Ahmedabad,3,It's okay; nothing special.,,
Marshal Gym,"2nd Floor, Dinesh Commercial Centre, Meena Bazar, Meghaninagar, Ahmedabad - 380016",Ahmedabad,2,Not satisfied with the trainer support.,,
Marshal Gym,"2nd Floor, Dinesh Commercial Centre, Meena Bazar, Meghaninagar, Ahmedabad - 380016",Ahmedabad,2,"Subpar experience, needs improvement.",,
Marshal Gym,"2nd Floor, Dinesh Commercial Centre, Meena Bazar, Meghaninagar, Ahmedabad - 380016",Ahmedabad,4,Clean facility but can improve on timings.,,
Marshal Gym,"2nd Floor, Dinesh Commercial Centre, Meena Bazar, Meghaninagar, Ahmedabad - 380016",Ahmedabad,3,Decent place but expensive for services.,,
Marshal Gym,"2nd Floor, Dinesh Commercial Centre, Meena Bazar, Meghaninagar, Ahmedabad - 380016",Ahmedabad,5,Excellent trainers and clean equipment.,,
Marshal Gym,"2nd Floor, Dinesh Commercial Centre, Meena Bazar, Meghaninagar, Ahmedabad - 380016",Ahmedabad,5,Great gym with helpful staff.,,
Marshal Gym,"2nd Floor, Dinesh Commercial Centre, Meena Bazar, Meghaninagar, Ahmedabad - 380016",Ahmedabad,2,Facilities are lacking and maintenance poor.,,
New Body Shape Gym And Fitness Center,"4th Floor, Sweni Complex, Nava Wadaj Road, Near Akhbar Nagar Circle, Khat Colony, Nava Vadaj, Ahmedabad - 380013",Ahmedabad,3,"Neutral experience, could be better.",,
New Body Shape Gym And Fitness Center,"4th Floor, Sweni Complex, Nava Wadaj Road, Near Akhbar Nagar Circle, Khat Colony, Nava Vadaj, Ahmedabad - 380013",Ahmedabad,4,Solid place for workouts.,,
New Body Shape Gym And Fitness Center,"4th Floor, Sweni Complex, Nava Wadaj Road, Near Akhbar Nagar Circle, Khat Colony, Nava Vadaj, Ahmedabad - 380013",Ahmedabad,4,Clean facility but can improve on timings.,,
New Body Shape Gym And Fitness Center,"4th Floor, Sweni Complex, Nava Wadaj Road, Near Akhbar Nagar Circle, Khat Colony, Nava Vadaj, Ahmedabad - 380013",Ahmedabad,4,Solid place for workouts.,,
New Body Shape Gym And Fitness Center,"4th Floor, Sweni Complex, Nava Wadaj Road, Near Akhbar Nagar Circle, Khat Colony, Nava Vadaj, Ahmedabad - 380013",Ahmedabad,3,"Average gym, okay for basic workouts.",,
New Body Shape Gym And Fitness Center,"4th Floor, Sweni Complex, Nava Wadaj Road, Near Akhbar Nagar Circle, Khat Colony, Nava Vadaj, Ahmedabad - 380013",Ahmedabad,4,Very good gym with minor issues.,,
New Body Shape Gym And Fitness Center,"4th Floor, Sweni Complex, Nava Wadaj Road, Near Akhbar Nagar Circle, Khat Colony, Nava Vadaj, Ahmedabad - 380013",Ahmedabad,4,"Enjoyed the session, staff were helpful.",,
New Body Shape Gym And Fitness Center,"4th Floor, Sweni Complex, Nava Wadaj Road, Near Akhbar Nagar Circle, Khat Colony, Nava Vadaj, Ahmedabad - 380013",Ahmedabad,4,Solid place for workouts.,,
New Body Shape Gym And Fitness Center,"4th Floor, Sweni Complex, Nava Wadaj Road, Near Akhbar Nagar Circle, Khat Colony, Nava Vadaj, Ahmedabad - 380013",Ahmedabad,5,Loved the ambience and machines.,,
New Body Shape Gym And Fitness Center,"4th Floor, Sweni Complex, Nava Wadaj Road, Near Akhbar Nagar Circle, Khat Colony, Nava Vadaj, Ahmedabad - 380013",Ahmedabad,4,Solid place for workouts.,,
New Body Shape Gym And Fitness Center,"4th Floor, Sweni Complex, Nava Wadaj Road, Near Akhbar Nagar Circle, Khat Colony, Nava Vadaj, Ahmedabad - 380013",Ahmedabad,2,"Subpar experience, needs improvement.",,
New Body Shape Gym And Fitness Center,"4th Floor, Sweni Complex, Nava Wadaj Road, Near Akhbar Nagar Circle, Khat Colony, Nava Vadaj, Ahmedabad - 380013",Ahmedabad,5,Highly recommend this gym!,,
New Body Shape Gym And Fitness Center,"4th Floor, Sweni Complex, Nava Wadaj Road, Near Akhbar Nagar Circle, Khat Colony, Nava Vadaj, Ahmedabad - 380013",Ahmedabad,4,Good equipment and friendly trainers.,,
New Body Shape Gym And Fitness Center,"4th Floor, Sweni Complex, Nava Wadaj Road, Near Akhbar Nagar Circle, Khat Colony, Nava Vadaj, Ahmedabad - 380013",Ahmedabad,4,Solid place for workouts.,,
New Body Shape Gym And Fitness Center,"4th Floor, Sweni Complex, Nava Wadaj Road, Near Akhbar Nagar Circle, Khat Colony, Nava Vadaj, Ahmedabad - 380013",Ahmedabad,3,"Neutral experience, could be better.",,
New Body Shape Gym And Fitness Center,"4th Floor, Sweni Complex, Nava Wadaj Road, Near Akhbar Nagar Circle, Khat Colony, Nava Vadaj, Ahmedabad - 380013",Ahmedabad,3,It's okay; nothing special.,,
New Body Shape Gym And Fitness Center,"4th Floor, Sweni Complex, Nava Wadaj Road, Near Akhbar Nagar Circle, Khat Colony, Nava Vadaj, Ahmedabad - 380013",Ahmedabad,4,Good equipment and friendly trainers.,,
New Body Shape Gym And Fitness Center,"4th Floor, Sweni Complex, Nava Wadaj Road, Near Akhbar Nagar Circle, Khat Colony, Nava Vadaj, Ahmedabad - 380013",Ahmedabad,5,Highly recommend this gym!,,
New Body Shape Gym And Fitness Center,"4th Floor, Sweni Complex, Nava Wadaj Road, Near Akhbar Nagar Circle, Khat Colony, Nava Vadaj, Ahmedabad - 380013",Ahmedabad,5,Great gym with helpful staff.,,
New Body Shape Gym And Fitness Center,"4th Floor, Sweni Complex, Nava Wadaj Road, Near Akhbar Nagar Circle, Khat Colony, Nava Vadaj, Ahmedabad - 380013",Ahmedabad,5,Great gym with helpful staff.,,
New Body Shape Gym And Fitness Center,"4th Floor, Sweni Complex, Nava Wadaj Road, Near Akhbar Nagar Circle, Khat Colony, Nava Vadaj, Ahmedabad - 380013",Ahmedabad,5,Great gym with helpful staff.,,
New Fitness Culture Gym,"1th Floor, Under The Lions Den Hotel, Angel Arcade, Opp National Handloom Viratnagar Sp, Nikol, Ahmedabad - 382350",Ahmedabad,3,Decent place but expensive for services.,,
New Fitness Culture Gym,"1th Floor, Under The Lions Den Hotel, Angel Arcade, Opp National Handloom Viratnagar Sp, Nikol, Ahmedabad - 382350",Ahmedabad,2,Poor cleanliness and unhelpful staff.,,
New Fitness Culture Gym,"1th Floor, Under The Lions Den Hotel, Angel Arcade, Opp National Handloom Viratnagar Sp, Nikol, Ahmedabad - 382350",Ahmedabad,5,Excellent trainers and clean equipment.,,
New Fitness Culture Gym,"1th Floor, Under The Lions Den Hotel, Angel Arcade, Opp National Handloom Viratnagar Sp, Nikol, Ahmedabad - 382350",Ahmedabad,4,Very good gym with minor issues.,,
New Fitness Culture Gym,"1th Floor, Under The Lions Den Hotel, Angel Arcade, Opp National Handloom Viratnagar Sp, Nikol, Ahmedabad - 382350",Ahmedabad,5,Best place to train in the area.,,
New Fitness Culture Gym,"1th Floor, Under The Lions Den Hotel, Angel Arcade, Opp National Handloom Viratnagar Sp, Nikol, Ahmedabad - 382350",Ahmedabad,4,Good equipment and friendly trainers.,,
New Fitness Culture Gym,"1th Floor, Under The Lions Den Hotel, Angel Arcade, Opp National Handloom Viratnagar Sp, Nikol, Ahmedabad - 382350",Ahmedabad,5,Great gym with helpful staff.,,
New Fitness Culture Gym,"1th Floor, Under The Lions Den Hotel, Angel Arcade, Opp National Handloom Viratnagar Sp, Nikol, Ahmedabad - 382350",Ahmedabad,4,Solid place for workouts.,,
New Fitness Culture Gym,"1th Floor, Under The Lions Den Hotel, Angel Arcade, Opp National Handloom Viratnagar Sp, Nikol, Ahmedabad - 382350",Ahmedabad,4,Solid place for workouts.,,
New Fitness Culture Gym,"1th Floor, Under The Lions Den Hotel, Angel Arcade, Opp National Handloom Viratnagar Sp, Nikol, Ahmedabad - 382350",Ahmedabad,1,Extremely disappointed with the facilities.,,
New Fitness Culture Gym,"1th Floor, Under The Lions Den Hotel, Angel Arcade, Opp National Handloom Viratnagar Sp, Nikol, Ahmedabad - 382350",Ahmedabad,5,Excellent trainers and clean equipment.,,
New Fitness Culture Gym,"1th Floor, Under The Lions Den Hotel, Angel Arcade, Opp National Handloom Viratnagar Sp, Nikol, Ahmedabad - 382350",Ahmedabad,1,Worst gym I've been to.,,
New Fitness Culture Gym,"1th Floor, Under The Lions Den Hotel, Angel Arcade, Opp National Handloom Viratnagar Sp, Nikol, Ahmedabad - 382350",Ahmedabad,2,Not satisfied with the trainer support.,,
New Fitness Culture Gym,"1th Floor, Under The Lions Den Hotel, Angel Arcade, Opp National Handloom Viratnagar Sp, Nikol, Ahmedabad - 382350",Ahmedabad,2,Facilities are lacking and maintenance poor.,,
New Fitness Culture Gym,"1th Floor, Under The Lions Den Hotel, Angel Arcade, Opp National Handloom Viratnagar Sp, Nikol, Ahmedabad - 382350",Ahmedabad,3,"Average gym, okay for basic workouts.",,
New Fitness Culture Gym,"1th Floor, Under The Lions Den Hotel, Angel Arcade, Opp National Handloom Viratnagar Sp, Nikol, Ahmedabad - 382350",Ahmedabad,4,"Enjoyed the session, staff were helpful.",,
New Fitness Culture Gym,"1th Floor, Under The Lions Den Hotel, Angel Arcade, Opp National Handloom Viratnagar Sp, Nikol, Ahmedabad - 382350",Ahmedabad,4,Solid place for workouts.,,
New Fitness Culture Gym,"1th Floor, Under The Lions Den Hotel, Angel Arcade, Opp National Handloom Viratnagar Sp, Nikol, Ahmedabad - 382350",Ahmedabad,5,Great gym with helpful staff.,,
New Fitness Culture Gym,"1th Floor, Under The Lions Den Hotel, Angel Arcade, Opp National Handloom Viratnagar Sp, Nikol, Ahmedabad - 382350",Ahmedabad,5,Great gym with helpful staff.,,
New Fitness Culture Gym,"1th Floor, Under The Lions Den Hotel, Angel Arcade, Opp National Handloom Viratnagar Sp, Nikol, Ahmedabad - 382350",Ahmedabad,3,"Neutral experience, could be better.",,
New Fitness Culture Gym,"1th Floor, Under The Lions Den Hotel, Angel Arcade, Opp National Handloom Viratnagar Sp, Nikol, Ahmedabad - 382350",Ahmedabad,5,Great gym with helpful staff.,,
New Fitness Culture Gym,"1th Floor, Under The Lions Den Hotel, Angel Arcade, Opp National Handloom Viratnagar Sp, Nikol, Ahmedabad - 382350",Ahmedabad,5,Loved the ambience and machines.,,
Parsi Gymkhana,"V N Marg, Khanpur, Khanpur, Near Khanpur Darwaja, Ahmedabad - 380001",Ahmedabad,2,Poor cleanliness and unhelpful staff.,,
Parsi Gymkhana,"V N Marg, Khanpur, Khanpur, Near Khanpur Darwaja, Ahmedabad - 380001",Ahmedabad,4,Very good gym with minor issues.,,
Parsi Gymkhana,"V N Marg, Khanpur, Khanpur, Near Khanpur Darwaja, Ahmedabad - 380001",Ahmedabad,4,Clean facility but can improve on timings.,,
Parsi Gymkhana,"V N Marg, Khanpur, Khanpur, Near Khanpur Darwaja, Ahmedabad - 380001",Ahmedabad,4,Good equipment and friendly trainers.,,
Parsi Gymkhana,"V N Marg, Khanpur, Khanpur, Near Khanpur Darwaja, Ahmedabad - 380001",Ahmedabad,4,Good equipment and friendly trainers.,,
Parsi Gymkhana,"V N Marg, Khanpur, Khanpur, Near Khanpur Darwaja, Ahmedabad - 380001",Ahmedabad,4,Good equipment and friendly trainers.,,
Parsi Gymkhana,"V N Marg, Khanpur, Khanpur, Near Khanpur Darwaja, Ahmedabad - 380001",Ahmedabad,3,Decent place but expensive for services.,,
Parsi Gymkhana,"V N Marg, Khanpur, Khanpur, Near Khanpur Darwaja, Ahmedabad - 380001",Ahmedabad,2,Poor cleanliness and unhelpful staff.,,
Parsi Gymkhana,"V N Marg, Khanpur, Khanpur, Near Khanpur Darwaja, Ahmedabad - 380001",Ahmedabad,4,Clean facility but can improve on timings.,,
Parsi Gymkhana,"V N Marg, Khanpur, Khanpur, Near Khanpur Darwaja, Ahmedabad - 380001",Ahmedabad,4,"Enjoyed the session, staff were helpful.",,
Parsi Gymkhana,"V N Marg, Khanpur, Khanpur, Near Khanpur Darwaja, Ahmedabad - 380001",Ahmedabad,5,Loved the ambience and machines.,,
Parsi Gymkhana,"V N Marg, Khanpur, Khanpur, Near Khanpur Darwaja, Ahmedabad - 380001",Ahmedabad,3,Decent place but expensive for services.,,
Parsi Gymkhana,"V N Marg, Khanpur, Khanpur, Near Khanpur Darwaja, Ahmedabad - 380001",Ahmedabad,5,Great gym with helpful staff.,,
Parsi Gymkhana,"V N Marg, Khanpur, Khanpur, Near Khanpur Darwaja, Ahmedabad - 380001",Ahmedabad,4,"Enjoyed the session, staff were helpful.",,
Parsi Gymkhana,"V N Marg, Khanpur, Khanpur, Near Khanpur Darwaja, Ahmedabad - 380001",Ahmedabad,5,Best place to train in the area.,,
Parsi Gymkhana,"V N Marg, Khanpur, Khanpur, Near Khanpur Darwaja, Ahmedabad - 380001",Ahmedabad,4,Clean facility but can improve on timings.,,
Parsi Gymkhana,"V N Marg, Khanpur, Khanpur, Near Khanpur Darwaja, Ahmedabad - 380001",Ahmedabad,4,Solid place for workouts.,,
Parsi Gymkhana,"V N Marg, Khanpur, Khanpur, Near Khanpur Darwaja, Ahmedabad - 380001",Ahmedabad,4,Good equipment and friendly trainers.,,
Parsi Gymkhana,"V N Marg, Khanpur, Khanpur, Near Khanpur Darwaja, Ahmedabad - 380001",Ahmedabad,5,Best place to train in the area.,,
Parsi Gymkhana,"V N Marg, Khanpur, Khanpur, Near Khanpur Darwaja, Ahmedabad - 380001",Ahmedabad,1,Worst gym I've been to.,,
Plan Fitness,"505, The CBD Shopping Centre, Between Vaishno Devi & Zundal Circle, Sardar Patel Ring Road, Opp. The Hillock, Ahmedabad - 382421",Ahmedabad,5,Loved the ambience and machines.,,
